"skola","predmet","obor","kraj","typ","konali","neuspeli","volba","prumer","odchylka"
"Mendelovo gymnázium. Opava. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Moravskoslezský","Ústní zkouška",121,1,,"70.5","14.5"
"Mendelovo gymnázium. Opava. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Moravskoslezský","Ústní zkouška",121,1,,"70.5","14.5"
"Gymnázium. Kolín III. Žižkova 162","Český jazyk a literatura","Gymnázium 4 leté","Středočeský","Ústní zkouška",92,0,,71,"12.3"
"Gymnázium. Příbram. Legionářů 402","Český jazyk a literatura","Gymnázium 4 leté","Středočeský","Ústní zkouška",99,0,,"71.3","12.7"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Český jazyk a literatura","Gymnázium 4 leté","Jihočeský","Ústní zkouška",95,0,,"71.9","12.4"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Český jazyk a literatura","Gymnázium 4 leté","Vysočina","Ústní zkouška",50,0,,"68.6","16.2"
"Gymnázium Ostrov","Český jazyk a literatura","Gymnázium 4 leté","Karlovarský","Ústní zkouška",75,0,,"73.3","10.2"
"Gymnázium. Plzeň. Mikulášské nám. 23","Český jazyk a literatura","Gymnázium 4 leté","Plzeňský","Ústní zkouška",107,0,,"68.8",14
"Gymnázium. Blovice. Družstevní 650","Český jazyk a literatura","Gymnázium 4 leté","Plzeňský","Ústní zkouška",39,0,,"75.9","9.5"
"Gymnázium. Jevíčko. A. K. Vitáka 452","Český jazyk a literatura","Gymnázium 4 leté","Pardubický","Ústní zkouška",46,0,,"65.4",16
"Gymnázium T. G. Masaryka Zastávka. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Jihomoravský","Ústní zkouška",47,0,,"73.2","11.4"
"Gymnázium. Karviná. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Moravskoslezský","Ústní zkouška",68,0,,"70.3","13.7"
"Gymnázium. Šumperk. Masarykovo náměstí 8","Český jazyk a literatura","Gymnázium 4 leté","Olomoucký","Ústní zkouška",96,0,,75,"10.3"
"Gymnázium Jana Nerudy. škola hlavního města Prahy. Praha 1. Hellichova 3","Český jazyk a literatura","Gymnázium 6 leté","Praha","Ústní zkouška",82,0,,"75.1","8.8"
"Gymnázium. Praha 8. Ústavní 400","Český jazyk a literatura","Gymnázium 6 leté","Praha","Ústní zkouška",73,0,,"74.2","10.7"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Český jazyk a literatura","Gymnázium 6 leté","Jihočeský","Ústní zkouška",95,0,,"71.9","12.4"
"Gymnázium. Plzeň. Mikulášské nám. 23","Český jazyk a literatura","Gymnázium 6 leté","Plzeňský","Ústní zkouška",107,0,,"68.8",14
"Gymnázium ALTIS s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Praha","Ústní zkouška",23,0,,"77.6",5
"Gymnázium Přírodní škola. o.p.s.","Český jazyk a literatura","Gymnázium 8 leté","Praha","Ústní zkouška",11,0,,74,"9.9"
"Gymnázium. Praha 8. Ústavní 400","Český jazyk a literatura","Gymnázium 8 leté","Praha","Ústní zkouška",73,0,,"74.2","10.7"
"Gymnázium. Kolín III. Žižkova 162","Český jazyk a literatura","Gymnázium 8 leté","Středočeský","Ústní zkouška",92,0,,71,"12.3"
"Gymnázium. Čelákovice. J.A.Komenského 414","Český jazyk a literatura","Gymnázium 8 leté","Středočeský","Ústní zkouška",25,0,,80,"5.9"
"Gymnázium. Příbram. Legionářů 402","Český jazyk a literatura","Gymnázium 8 leté","Středočeský","Ústní zkouška",99,0,,"71.3","12.7"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Český jazyk a literatura","Gymnázium 8 leté","Jihočeský","Ústní zkouška",95,0,,"71.9","12.4"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Český jazyk a literatura","Gymnázium 8 leté","Vysočina","Ústní zkouška",50,0,,"68.6","16.2"
"Gymnázium Ostrov","Český jazyk a literatura","Gymnázium 8 leté","Karlovarský","Ústní zkouška",75,0,,"73.3","10.2"
"Gymnázium. Plzeň. Mikulášské nám. 23","Český jazyk a literatura","Gymnázium 8 leté","Plzeňský","Ústní zkouška",107,0,,"68.8",14
"Gymnázium. Blovice. Družstevní 650","Český jazyk a literatura","Gymnázium 8 leté","Plzeňský","Ústní zkouška",39,0,,"75.9","9.5"
"Gymnázium. Jevíčko. A. K. Vitáka 452","Český jazyk a literatura","Gymnázium 8 leté","Pardubický","Ústní zkouška",46,0,,"65.4",16
"Gymnázium Brno-Řečkovice. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Jihomoravský","Ústní zkouška",60,0,,"76.6","8.2"
"Gymnázium T. G. Masaryka Zastávka. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Jihomoravský","Ústní zkouška",47,0,,"73.2","11.4"
"Soukromé gymnázium AD FONTES. o.p.s.. Fibichova 18. Jihlava","Český jazyk a literatura","Gymnázium 8 leté","Vysočina","Ústní zkouška",19,0,,"75.5","9.2"
"Cyrilometodějské gymnázium a mateřská škola v Prostějově","Český jazyk a literatura","Gymnázium 8 leté","Olomoucký","Ústní zkouška",25,0,,"74.5","8.7"
"Gymnázium. Karviná. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Moravskoslezský","Ústní zkouška",68,0,,"70.3","13.7"
"Gymnázium. Šumperk. Masarykovo náměstí 8","Český jazyk a literatura","Gymnázium 8 leté","Olomoucký","Ústní zkouška",96,0,,75,"10.3"
"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky. Šumperk. Hlavní třída 31","Český jazyk a literatura","Lyceum","Olomoucký","Ústní zkouška",53,0,,"78.2","8.2"
"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky. Šumperk. Hlavní třída 31","Český jazyk a literatura","SOŠ ekonomické","Olomoucký","Ústní zkouška",53,0,,"78.2","8.2"
"Střední škola stavební - HORSTAV","Český jazyk a literatura","SOŠ technické 1","Olomoucký","Ústní zkouška",16,0,,"68.1","16.9"
"Gymnázium J. Seiferta o.p.s.","Anglický jazyk","Gymnázium 8 leté","Praha","Didaktický test",18,0,100,"93.4","3.3"
"Gymnázium. Písek. Komenského 89","Anglický jazyk","Gymnázium 4 leté","Jihočeský","Ústní zkouška",66,0,"64.2","72.1","13.7"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Liberecký","Ústní zkouška",22,0,"53.5","78.6","5.2"
"Biskupské gymnázium","Anglický jazyk","Gymnázium 4 leté","Vysočina","Ústní zkouška",36,0,"65.5","75.2","8.7"
"Gymnázium Jana Keplera. Praha 6. Parléřova 2","Německý jazyk","Gymnázium 4 leté","Praha","Ústní zkouška",8,0,"7.5","75.7","16.7"
"Gymnázium. Písek. Komenského 89","Anglický jazyk","Gymnázium 6 leté","Jihočeský","Ústní zkouška",66,0,"64.2","72.1","13.7"
"Gymnázium J. Seiferta o.p.s.","Anglický jazyk","Gymnázium 8 leté","Praha","Ústní zkouška",18,0,100,"77.1","8.8"
"Gymnázium. Písek. Komenského 89","Anglický jazyk","Gymnázium 8 leté","Jihočeský","Ústní zkouška",66,0,"64.2","72.1","13.7"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Liberecký","Ústní zkouška",22,0,"53.5","78.6","5.2"
"Biskupské gymnázium","Anglický jazyk","Gymnázium 8 leté","Vysočina","Ústní zkouška",36,0,"65.5","75.2","8.7"
"Vyšší odborná škola a Střední průmyslová škola elektrotechnická. Olomouc. Božetěchova 3","Anglický jazyk","SOŠ technické 1","Olomoucký","Ústní zkouška",20,0,"29.6","72.8","13.3"
"Gymnázium. Praha 4. Budějovická 680","Španělský jazyk","Gymnázium 6 leté","Praha","Ústní zkouška",12,0,"17.3","59.1",7
"Střední škola Kostka s.r.o.","Německý jazyk","SOŠ hotelové a podnikatelské","Zlínský","Ústní zkouška",4,0,"4.3","84.1","9.7"
"Gymnázium. Broumov. Hradební 218","Anglický jazyk","Gymnázium 4 leté","Královéhradecký","Písemná práce",36,0,"73.5","82.2","8.4"
"Gymnázium. Praha 8. Ústavní 400","Anglický jazyk","Gymnázium 8 leté","Praha","Písemná práce",16,0,32,"86.4","4.9"
"Gymnázium Františka Palackého. Neratovice. Masarykova 450","Anglický jazyk","Gymnázium 8 leté","Středočeský","Písemná práce",38,0,"83.3","85.5","5.9"
"Gymnázium. Broumov. Hradební 218","Anglický jazyk","Gymnázium 8 leté","Královéhradecký","Písemná práce",36,0,"73.5","82.2","8.4"
"OPEN GATE - gymnázium a základní škola. s.r.o.","Anglický jazyk","Gymnázium 8 leté","Středočeský","Písemná práce",18,0,100,83,"3.4"
"Gymnázium. Praha 9. Českolipská 373","Francouzský jazyk","Gymnázium 8 leté","Praha","Písemná práce",4,0,"4.9","79.7","5.3"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 6 leté","Jihočeský","Písemná práce",14,0,"14.7","82.7","9.1"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 8 leté","Jihočeský","Písemná práce",14,0,"14.7","82.7","9.1"
"Gymnázium. Pardubice. Mozartova 449","Ruský jazyk","Gymnázium 4 leté","Pardubický","Písemná práce",4,0,"4.6","79.5","10.5"
"Střední škola Podnikatelská akademie a základní škola. s.r.o.","Ruský jazyk","SOŠ hotelové a podnikatelské","Praha","Didaktický test",2,0,"19.4","95.5","1.5"
"Gymnázium Čakovice. Praha 9. nám. 25. března 100","Anglický jazyk","Gymnázium 6 leté","Praha","Didaktický test",30,0,"83.3","87.7","5.5"
"Gymnázium Jiřího Gutha-Jarkovského. Praha 1. Truhlářská 22","Anglický jazyk","Gymnázium 8 leté","Praha","Didaktický test",33,0,"67.3","89.5","5.7"
"Arcibiskupské gymnázium","Anglický jazyk","Gymnázium 8 leté","Praha","Didaktický test",34,0,63,"92.1","3.6"
"Gymnázium. Praha 8. Ústavní 400","Anglický jazyk","Gymnázium 8 leté","Praha","Didaktický test",16,0,32,"89.4","5.9"
"Gymnázium. Praha 9. Českolipská 373","Anglický jazyk","Gymnázium 8 leté","Praha","Didaktický test",48,0,"60.5",91,"3.2"
"Gymnázium. Praha 10. Omská 1300","Anglický jazyk","Gymnázium 8 leté","Praha","Didaktický test",66,0,"90.5","90.3","5.4"
"Gymnázium Bohumila Hrabala v Nymburce. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Středočeský","Didaktický test",33,0,"41.8","85.7","6.8"
"Gymnázium. Čelákovice. J.A.Komenského 414","Anglický jazyk","Gymnázium 8 leté","Středočeský","Didaktický test",19,0,76,"92.2","2.7"
"Gymnázium. Týn nad Vltavou. Havlíčkova 13","Anglický jazyk","Gymnázium 8 leté","Jihočeský","Didaktický test",17,0,"58.6","90.5","4.6"
"Gymnázium Ostrov","Anglický jazyk","Gymnázium 8 leté","Karlovarský","Didaktický test",59,0,"78.9","87.1","6.4"
"Gymnázium. Pardubice. Dašická 1083","Anglický jazyk","Gymnázium 8 leté","Pardubický","Didaktický test",93,0,"77.2","86.6","6.8"
"Gymnázium Brno-Řečkovice. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Jihomoravský","Didaktický test",33,0,"54.1","91.4","4.5"
"Gymnázium  Brno. třída Kapitána Jaroše. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Jihomoravský","Didaktický test",37,0,"30.6","86.4","5.9"
"EKO GYMNÁZIUM BRNO o.p.s.","Anglický jazyk","Gymnázium 8 leté","Jihomoravský","Didaktický test",13,0,"81.3","89.5","5.6"
"Slovanské gymnázium. Olomouc. tř. Jiřího z Poděbrad 13","Anglický jazyk","Gymnázium 8 leté","Olomoucký","Didaktický test",24,0,"20.3","89.2","5.2"
"Gymnázium mezinárodních a veřejných vztahů Praha s.r.o","Anglický jazyk","Gymnázium 8 leté","Praha","Didaktický test",25,0,"92.9","90.1","4.8"
"Slovanské gymnázium. Olomouc. tř. Jiřího z Poděbrad 13","Anglický jazyk","Gymnázium 4 leté","Olomoucký","Didaktický test",24,0,"20.3","89.2","5.2"
"Gymnázium Bohumila Hrabala v Nymburce. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Středočeský","Didaktický test",33,0,"41.8","85.7","6.8"
"Gymnázium  Brno. třída Kapitána Jaroše. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Jihomoravský","Didaktický test",37,0,"30.6","86.4","5.9"
"Akademické gymnázium. škola hlavního města Prahy. Praha 1. Štěpánská 22","Anglický jazyk","Gymnázium 4 leté","Praha","Didaktický test",47,0,"59.3","87.3","7.1"
"Gymnázium. Praha 9. Českolipská 373","Anglický jazyk","Gymnázium 4 leté","Praha","Didaktický test",48,0,"60.5",91,"3.2"
"Gymnázium Ostrov","Anglický jazyk","Gymnázium 4 leté","Karlovarský","Didaktický test",59,0,"78.9","87.1","6.4"
"Gymnázium. Praha 10. Omská 1300","Anglický jazyk","Gymnázium 4 leté","Praha","Didaktický test",66,0,"90.5","90.3","5.4"
"Gymnázium. Pardubice. Dašická 1083","Anglický jazyk","Gymnázium 4 leté","Pardubický","Didaktický test",93,0,"77.2","86.6","6.8"
"Gymnázium J. S. Machara. Brandýs nad Labem - Stará Boleslav. Královická 668","Anglický jazyk","Gymnázium 8 leté","Středočeský","Didaktický test",40,0,"69.5",85,"9.5"
"Gymnázium J. S. Machara. Brandýs nad Labem - Stará Boleslav. Královická 668","Anglický jazyk","Gymnázium 4 leté","Středočeský","Didaktický test",40,0,"69.5",85,"9.5"
"Střední uměleckoprůmyslová škola. Bechyně. Písecká 203","Ruský jazyk","SOŠ umělecké","Jihočeský","Ústní zkouška",5,1,"10.2","60.7","38.2"
"Gymnázium J. S. Machara. Brandýs nad Labem - Stará Boleslav. Královická 668","Anglický jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",40,1,"69.5","68.4","15.9"
"Gymnázium J. S. Machara. Brandýs nad Labem - Stará Boleslav. Královická 668","Anglický jazyk","Gymnázium 8 leté","Středočeský","Ústní zkouška",40,1,"69.5","68.4","15.9"
"První české gymnázium v Karlových Varech","Anglický jazyk","Gymnázium 4 leté","Karlovarský","Ústní zkouška",45,1,45,"70.8","15.3"
"První české gymnázium v Karlových Varech","Anglický jazyk","Gymnázium 8 leté","Karlovarský","Ústní zkouška",45,1,45,"70.8","15.3"
"Gymnázium. Praha 4. Postupická 3150","Anglický jazyk","Gymnázium 4 leté","Praha","Ústní zkouška",77,1,"69.8","68.2","13.5"
"Gymnázium. Praha 4. Postupická 3150","Anglický jazyk","Gymnázium 6 leté","Praha","Ústní zkouška",77,1,"69.8","68.2","13.5"
"Gymnázium. Praha 4. Na Vítězné pláni 1160","Anglický jazyk","Gymnázium 4 leté","Praha","Ústní zkouška",83,0,"76.4","71.6","9.3"
"Křesťanské gymnázium","Anglický jazyk","Gymnázium 4 leté","Praha","Ústní zkouška",38,0,76,"64.2","15.4"
"Gymnázium Václava Hraběte. Hořovice. Jiráskova 617","Anglický jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",32,0,"71.1","71.9","9.7"
"Gymnázium. Kladno. nám.Edvarda Beneše 1573","Anglický jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",75,0,"64.4","64.7","17.3"
"Gymnázium Bohumila Hrabala v Nymburce. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",33,0,"41.8","75.1","6.4"
"Gymnázium pod Svatou Horou. Příbram II. Balbínova 328","Anglický jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",43,0,"97.8","70.1","13.7"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Anglický jazyk","Gymnázium 4 leté","Jihočeský","Ústní zkouška",59,0,"62.1","75.7","8.4"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 4 leté","Jihočeský","Ústní zkouška",37,0,"64.4","67.8","15.5"
"Gymnázium. Sušice. Fr. Procházky 324","Anglický jazyk","Gymnázium 4 leté","Plzeňský","Ústní zkouška",11,0,"27.7","77.5","4.6"
"Církevní gymnázium Plzeň","Anglický jazyk","Gymnázium 4 leté","Plzeňský","Ústní zkouška",28,0,"40.8","72.2","10.8"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Anglický jazyk","Gymnázium 4 leté","Karlovarský","Ústní zkouška",61,0,67,"69.6","13.8"
"Gymnázium Děčín. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústecký","Ústní zkouška",57,0,55,"67.9","13.2"
"Gymnázium Václava Hlavatého. Louny. Poděbradova 661. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústecký","Ústní zkouška",26,0,"49.1","72.6","10.5"
"Gymnázium Chotěboř","Anglický jazyk","Gymnázium 4 leté","Vysočina","Ústní zkouška",26,0,51,"71.4","11.8"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","Gymnázium 4 leté","Vysočina","Ústní zkouška",21,0,44,"70.4","10.9"
"Gymnázium. Broumov. Hradební 218","Anglický jazyk","Gymnázium 4 leté","Královéhradecký","Ústní zkouška",36,0,"73.5","72.1","10.3"
"Gymnázium. Pardubice. Mozartova 449","Anglický jazyk","Gymnázium 4 leté","Pardubický","Ústní zkouška",54,0,"63.2","70.1","12.9"
"Gymnázium. Turnov. Jana Palacha 804. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Liberecký","Ústní zkouška",51,0,"92.7","69.5","11.5"
"Gymnázium Aloise Jiráska. Litomyšl. T. G. Masaryka 590","Anglický jazyk","Gymnázium 4 leté","Pardubický","Ústní zkouška",21,0,"34.4","72.5","11.8"
"Gymnázium. Polička. nábřeží Svobody 306","Anglický jazyk","Gymnázium 4 leté","Pardubický","Ústní zkouška",21,0,"36.8",72,"11.5"
"Gymnázium Žamberk","Anglický jazyk","Gymnázium 4 leté","Pardubický","Ústní zkouška",27,0,"48.2","60.8","16.3"
"Gymnázium T. G. Masaryka. Hustopeče. Dukelské náměstí 7. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Jihomoravský","Ústní zkouška",33,0,75,"71.4","11.5"
"Gymnázium Zlín - Lesní čtvrť","Anglický jazyk","Gymnázium 4 leté","Zlínský","Ústní zkouška",112,0,"65.9","72.9","10.7"
"Gymnázium. Krnov. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Moravskoslezský","Ústní zkouška",42,0,"76.8",73,"8.4"
"Gymnázium. Frýdlant nad Ostravicí. nám. T. G. Masaryka 1260. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Moravskoslezský","Ústní zkouška",32,0,"60.4","73.9","7.1"
"Gymnázium. Havířov-Město. Komenského 2. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Moravskoslezský","Ústní zkouška",38,0,"70.9","73.4","8.7"
"Polské gymnázium – Polskie Gimnazjum im. Juliusza Słowackiego. Český Těšín. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Moravskoslezský","Ústní zkouška",55,0,"66.3","69.5",11
"Gymnázium. Uničov. Gymnazijní 257","Anglický jazyk","Gymnázium 4 leté","Olomoucký","Ústní zkouška",23,0,49,"71.3",12
"Wichterlovo gymnázium. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Moravskoslezský","Ústní zkouška",74,0,65,"69.8","12.3"
